,0,1,2,3,4,5,6,7,8,Technical,Economical
1,0.05,0.05,0.05,0.05,0.05,0.1875,0.1875,0.1875,0.1875,0.25,0.75
2,0.06,0.06,0.06,0.06,0.06,0.175,0.175,0.175,0.175,0.3,0.7
3,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.1625,0.1625,0.1625,0.1625,0.35,0.65
4,0.07999999999999999,0.07999999999999999,0.07999999999999999,0.07999999999999999,0.07999999999999999,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.39999999999999997,0.6000000000000001
5,0.09,0.09,0.09,0.09,0.09,0.1375,0.1375,0.1375,0.1375,0.44999999999999996,0.55
6,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.125,0.125,0.125,0.125,0.49999999999999994,0.5
7,0.10999999999999999,0.10999999999999999,0.10999999999999999,0.10999999999999999,0.10999999999999999,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.5499999999999999,0.45000000000000007
8,0.11999999999999997,0.11999999999999997,0.11999999999999997,0.11999999999999997,0.11999999999999997,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.5999999999999999,0.40000000000000013
9,0.12999999999999998,0.12999999999999998,0.12999999999999998,0.12999999999999998,0.12999999999999998,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.6499999999999999,0.3500000000000001
10,0.13999999999999999,0.13999999999999999,0.13999999999999999,0.13999999999999999,0.13999999999999999,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.7,0.30000000000000004
11,0.14999999999999997,0.14999999999999997,0.14999999999999997,0.14999999999999997,0.14999999999999997,0.06250000000000003,0.06250000000000003,0.06250000000000003,0.06250000000000003,0.7499999999999999,0.2500000000000001
